unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_doi
randcorporation-daf721e5ed7c8b2aa9f835b85e23a195,Commission on Combating Synthetic Opioid Trafficking: Technical Appendixes,Publication,2022-02-08,https://www.rand.org/pubs/external_publications/EP68839.html,Homeland Security Operational Analysis Center,"Opioid, Heroin, Fentanyl",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>biomedical science, society, society>social problem, science and technology>biomedical science>pharmacology, science and technology, society>social problem>addiction, health, health>diseases and conditions, economy, business and finance>economic sector>chemicals, economy, business and finance>economic sector>chemicals>pharmaceutical",10.1007/s11948-016-9774-1
kcdc-96ea79d51402b22ca2054032af04c3ae,Center for Disease Control,Clinical guidance,2017-10-19,https://www.cdc.go.kr/board/board.es?mid=a20602010000&bid=0034&list_no=76632&act=view,,,kor,,10.1007/s11948-016-9774-1
kcdc-e56ff0b38fd48617189347e3134fa738,Centers for Disease Control and Prevention,Clinical guidance,2017-10-19,https://www.kdca.go.kr/board/board.es?mid=a20602010000&bid=0034&list_no=76632&act=view,,"Genetically modified organism, Biology, Life sciences",kor,"health>diseases and conditions, health>diseases and conditions>communicable disease, health>health treatment, science and technology>natural science>biology, science and technology>natural science, health, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease, health>health treatment>medicine",10.1007/s11948-016-9774-1
randcorporation-ad624ebf1d6400bfd43799a684c7127e,How Should Scientists Respond to Concern Over Technology-Driven Threats?,Publication,2007-01-01,https://www.rand.org/pubs/reprints/RP1321.html,"RAND Justice, Infrastructure, and Environment","Anthropology, American Anthropological Association, Human Terrain System",eng,"science and technology>natural science, science and technology>natural science>biology, education, society, science and technology, politics, health",10.1073/pnas.0630514100
csba-ed7667877de10802c52c259d10af77fa,US Nuclear Forces: Meeting the Challenge of a Proliferated World,Publication,2009-10-02,https://csbaonline.org/research/publications/us-nuclear-forces-meeting-the-challenge-of-a-proliferated-world,,"Treaty on the Non-Proliferation of Nuclear Weapons, Nuclear proliferation, Intercontinental ballistic missile",eng,"politics>government policy, politics, conflicts, war and peace, politics>government, conflicts, war and peace>armed conflict, politics>government>defence, politics>government policy>nuclear policy, politics>international relations",10.1162/0163660042518224
prifde-9181eeab514bbb4af8a2229e23cfb810,Light at the End of the Tunnel?,Publication,2007-07-31,https://www.prif.org/publikationen/publikationssuche/publikation/light-at-the-end-of-the-tunnel,,"Biosecurity, Politics, International relations",eng,"politics>government, politics>government>defence, politics>government>defence>military equipment, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, politics>government>defence>military equipment>military weaponry, politics",10.1162/0163660042518224
governmentofcanada-3b725eeb356561d18a1aba83a7f02475,Microarray systems for microbial detection and identification / by B.N. Ford and D.E. Bader.,Publication,False,http://publications.gc.ca/site/eng/9.821161/publication.html,,"DNA microarray, Polymerase chain reaction, Complementarity (molecular biology)",eng,"science and technology, health>diseases and conditions, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease",10.1177/153567600400900103
unesco-cffa578f0089fe8f69ecc1cea05ef478,Innovation for sustainable development,Publication,2018-01-01,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000265693,,"Sustainability, Guanajuato, Technology",spa,"economy, business and finance, education, science and technology, economy, business and finance>economy, politics",10.1111/j.1748-720x.2007.00186.x
unitednations-17103b00f6665da2ba6eba1e8cd6967b,"Report of the Special Rapporteur in the Field of Cultural Rights, Farida Shaheed :the right to enjoy the benefits of scientific progress and its applications",Publication,2012-05-14,https://digitallibrary.un.org/record/730844?ln=en,"INTELLECTUAL PROPERTY, INTERNATIONAL OBLIGATIONS, RIGHT TO CULTURE, SCIENCE, TECHNOLOGICAL CHANGE","Innovation, Education, Internet",eng,"science and technology>natural science, society>values, health, society, education, science and technology, science and technology>natural science>biology, society>values>ethics",10.1111/j.1748-720x.2007.00186.x
govdeptsbrazil-61383ecac86e3fd83077152f4bdecad0,"It is a disease caused by a parasite and can manifest itself in an acute, indeterminate, or chronic form.",Publication,2018-09-06,https://repositorio.mcti.gov.br/bitstream/mctic/3839/1/2018_sandra_veloso_tese.pdf,,"Science, Law, Technology",por,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, society, society>values, education, science and technology, science and technology>natural science>biology, health, health>diseases and conditions>communicable disease>virus disease, society>values>ethics",10.1007/s11948-008-9075-4
randcorporation-9739561cfd9e6caf74aa10b170b240f4,The Office of Science and Technology Policy Blue Ribbon Panel on the Threat of Biological Terrorism Directed Against Livestock,Publication,2004-01-01,https://www.rand.org/pubs/conf_proceedings/CF193.html,"RAND Justice, Infrastructure, and Environment","Vaccine, Foreign animal disease, Epidemiology",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>epidemic, science and technology, education, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",10.1089/153871303766275790
idsssingapore-d62f7b5e35564356db39d19ba397ce5c,Advances in Biotechnology: The Need to Strengthen Biosecurity,Publication,2023-12-14,https://www.rsis.edu.sg/rsis-publication/rsis/advances-in-biotechnology-the-need-to-strengthen-biosecurity/,,"Biosecurity, Synthetic biology, Biosafety",eng,"science and technology>natural science, science and technology, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health",10.1038/sj.embor.embor853
idsssingapore-99c799daa33f0bcaa30ee769fc7e53ac,Advances in Biotechnology: The Need to Strengthen Biosecurity,Publication,2023-12-14,https://rsis.edu.sg/rsis-publication/rsis/advances-in-biotechnology-the-need-to-strengthen-biosecurity/,,"Biosecurity, Synthetic biology, Biosafety",eng,"science and technology>natural science, science and technology>natural science>biology>genetics, science and technology>natural science>biology, science and technology, health",10.1038/sj.embor.embor853
congressionalresearch-1a72f6437b568833fed8549b0685c0f9,"R47695| U.S. Oversight of Laboratory Biosafety and Biosecurity: Current Policies, Recommended Reforms, and Options for Congress",Publication,2023-09-15,https://crsreports.congress.gov/product/pdf/download/R/R47695/R47695.pdf/,,"Biosafety level, Biosafety, Gain-of-function research",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, health, health>diseases and conditions, science and technology>natural science>biology>genetics",10.1177/153567600601100105
who-17b2763b1af2ef755b84cc8e27337a93,Landscape analysis of the opportunities and challenges for neurotechnology in global health,Publication,2025-06-30,https://apps.who.int/iris/handle/10665/381761,1. Headquarters,"Neurotechnology, Neurology, Magnetic resonance imaging",eng,"health>health treatment, health>diseases and conditions, science and technology, health, health>health treatment>medicine",10.11610/connections.15.2.04
iucn-3e0e989719a5a3dce26f423a2354ceba,Genetic frontiers for conservation...technical assessment,Publication,2019-01-01,https://portals.iucn.org/library/node/48408,,"Protein, Conservation biology, Convention on Biological Diversity",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, society, science and technology>natural science, politics, economy, business and finance>economic sector>computing and information technology",10.11610/connections.15.2.04
iucn-cba056b3961cf607a580ed03b8306909,Genetic borders for conservation ... technical evaluation,Publication,2019-01-01,https://portals.iucn.org/library/node/48588,,"Organism, Organisms, Life sciences",spa,"crime, law and justice, science and technology, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology>natural science, environment, environment>nature, crime, law and justice>law, politics, science and technology>social sciences",10.11610/connections.15.2.04
